Product ID,Product Name,Main Category,Actual Price (Rs),Discounted Price (Rs),Discount Amount (Rs),Discount %,Discount Label,Rating,Rating Count,Rating Label,Price Category,Value Score
B08CYPB15D,HP 805 Black Original Ink Cartridge,Computers&Accessories,761.00,717.00,44.00,6.00,Low (<20%),4.0,"7,199",Good (4-4.5),Mid-range (500-2000),43.00
B00MFPCY5C,GIZGA essentials Universal Silicone Keyboard Protector Skin for 15.6-inches Laptop (5 x 6 x 3 inches),Computers&Accessories,299.00,39.00,260.00,87.00,High (>50%),3.5,"15,233",Average (3-4),Budget (<500),78.50
B07JJFSG2B,SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),Computers&Accessories,"2,500.00",889.00,"1,611.00",64.00,High (>50%),4.3,"55,747",Good (4-4.5),Premium (>2000),75.00
B09NR6G588,"Boult Audio ZCharge Bluetooth Wireless in Ear Earphones with Mic, 40H Playtime and Super Fast Charging, Environmental Noise Cancellation for Pro+ Calling and IPX5 Water Resistant (Black)",Electronics,"4,999.00","1,199.00","3,800.00",76.00,High (>50%),3.8,"14,961",Average (3-4),Premium (>2000),76.00
B07JPX9CR7,"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",Computers&Accessories,"1,299.00",569.00,730.00,56.00,High (>50%),4.4,"9,275",Good (4-4.5),Mid-range (500-2000),72.00
B08D11DZ2W,"Boult Audio AirBass PowerBuds with Inbuilt Powerbank, 120H Total Playtime, IPX7 Fully Waterproof, Lightning Boult Type-C Fast Charging, Low Latency Gaming, TWS Earbuds with Pro+ Calling Mic (Black)",Electronics,"8,999.00","1,499.00","7,500.00",83.00,High (>50%),3.7,"28,324",Average (3-4),Premium (>2000),78.50
B07Q7561HD,Eveready 1015 Carbon Zinc AA Battery - 10 Pieces,Electronics,180.00,149.00,31.00,17.00,Low (<20%),4.4,644,Good (4-4.5),Budget (<500),52.50
B0819HZPXL,Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),Computers&Accessories,549.00,399.00,150.00,27.00,Medium (20-50%),4.4,"18,139",Good (4-4.5),Mid-range (500-2000),57.50
B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",Home&Kitchen,225.00,191.00,34.00,15.00,Low (<20%),4.4,"7,203",Good (4-4.5),Budget (<500),51.50
B0B9LDCX89,"STRIFF Mpad Mouse Mat 230X190X3mm Gaming Mouse Pad, Non-Slip Rubber Base, Waterproof Surface, Premium-Textured, Compatible with Laser and Optical Mice(Universe Black)",Computers&Accessories,999.00,129.00,870.00,87.00,High (>50%),4.2,491,Good (4-4.5),Mid-range (500-2000),85.50
B0765B3TH7,"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",Computers&Accessories,599.00,199.00,400.00,67.00,High (>50%),4.5,"13,568",Excellent (>=4.5),Mid-range (500-2000),78.50
B0B1F6GQPS,"Boult Audio FXCharge with ENC, 32H Playtime, 5min=7H Type C Fast Charging, Zen ENC, 14.2 mm BoomX Rich Bass, IPX5, Bluetooth Wireless in Ear Earphones Neckband with mic (Black)",Electronics,"4,499.00",999.00,"3,500.00",78.00,High (>50%),3.8,"3,390",Average (3-4),Premium (>2000),77.00
B07LG59NPV,"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)",Electronics,"4,499.00",899.00,"3,600.00",80.00,High (>50%),3.8,"4,664",Average (3-4),Premium (>2000),78.00
B00AXHBBXU,"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",OfficeProducts,550.00,522.00,28.00,5.00,Low (<20%),4.4,"12,179",Good (4-4.5),Mid-range (500-2000),46.50
B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics,"1,999.00",799.00,"1,200.00",60.00,High (>50%),3.8,"12,958",Average (3-4),Mid-range (500-2000),68.00
B083RCTXLL,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",Computers&Accessories,"1,199.00",681.00,518.00,43.00,Medium (20-50%),4.2,"8,258",Good (4-4.5),Mid-range (500-2000),63.50
B08HLZ28QC,Oakter Mini UPS for 12V WiFi Router Broadband Modem | Backup Upto 4 Hours | WiFi Router UPS Power Backup During Power Cuts | UPS for 12V Router Broadband Modem | Current Surge & Deep Discharge Protection,Computers&Accessories,"3,490.00","1,199.00","2,291.00",66.00,High (>50%),4.1,"11,716",Good (4-4.5),Premium (>2000),74.00
B07GVR9TG7,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",Computers&Accessories,"4,999.00","2,499.00","2,500.00",50.00,Medium (20-50%),4.4,"35,024",Good (4-4.5),Premium (>2000),69.00
B0856HY85J,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)",Electronics,"4,999.00","1,799.00","3,200.00",64.00,High (>50%),4.1,"55,192",Good (4-4.5),Premium (>2000),73.00
B07CD2BN46,Xiaomi Mi Wired in Ear Earphones with Mic Basic with Ultra Deep Bass & Aluminum Alloy Sound Chamber (Black),Electronics,599.00,429.00,170.00,28.00,Medium (20-50%),4.1,"4,664",Good (4-4.5),Mid-range (500-2000),55.00
B07PLHTTB4,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),Computers&Accessories,499.00,100.00,399.00,80.00,High (>50%),3.5,"9,638",Average (3-4),Budget (<500),75.00
B077T3BG5L,Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,Computers&Accessories,399.00,329.00,70.00,18.00,Low (<20%),3.6,"33,735",Average (3-4),Budget (<500),45.00
B079Y6JZC8,"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",Computers&Accessories,299.00,139.00,160.00,54.00,High (>50%),3.8,"3,044",Average (3-4),Budget (<500),65.00
B0856HNMR7,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",Electronics,"2,499.00","1,199.00","1,300.00",52.00,High (>50%),4.0,"33,584",Good (4-4.5),Premium (>2000),66.00
B0B12K5BPM,"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",Electronics,"2,299.00","1,049.00","1,250.00",54.00,High (>50%),3.9,"1,779",Average (3-4),Premium (>2000),66.00
B00LVMTA2A,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics,250.00,225.00,25.00,10.00,Low (<20%),4.4,"26,556",Good (4-4.5),Budget (<500),49.00
B07TR5HSR9,MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers&Accessories,"1,499.00",656.00,843.00,56.00,High (>50%),4.3,"25,903",Good (4-4.5),Mid-range (500-2000),71.00
B0819ZZK5K,"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)",Computers&Accessories,"2,800.00","1,109.00","1,691.00",60.00,High (>50%),4.3,"53,464",Good (4-4.5),Premium (>2000),73.00
B096VF5YYF,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics,"7,990.00","2,999.00","4,991.00",62.00,High (>50%),4.1,"48,448",Good (4-4.5),Premium (>2000),72.00
B08QJJCY2Q,"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",Computers&Accessories,299.00,169.00,130.00,43.00,Medium (20-50%),4.4,"5,176",Good (4-4.5),Budget (<500),65.50
B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&Accessories,404.00,309.00,95.00,24.00,Medium (20-50%),4.4,"8,614",Good (4-4.5),Budget (<500),56.00
B07L8KNP5F,"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",Electronics,"1,399.00",599.00,800.00,57.00,High (>50%),3.8,"60,026",Average (3-4),Mid-range (500-2000),66.50
B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",Computers&Accessories,599.00,299.00,300.00,50.00,Medium (20-50%),3.8,"3,066",Average (3-4),Mid-range (500-2000),63.00
B09XX51X2G,"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers&Accessories,999.00,449.00,550.00,55.00,High (>50%),4.0,"2,102",Good (4-4.5),Mid-range (500-2000),67.50
B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",Computers&Accessories,"1,295.00",799.00,496.00,38.00,Medium (20-50%),4.4,"34,852",Good (4-4.5),Mid-range (500-2000),63.00
B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,160.00,157.00,3.00,2.00,Low (<20%),4.5,"8,618",Excellent (>=4.5),Budget (<500),46.00
B09GB5B4BK,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",Computers&Accessories,899.00,599.00,300.00,33.00,Medium (20-50%),4.0,"4,018",Good (4-4.5),Mid-range (500-2000),56.50
B015ZXUDD0,"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics,599.00,479.00,120.00,20.00,Medium (20-50%),4.3,"11,687",Good (4-4.5),Mid-range (500-2000),53.00
B09PL79D2X,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Electronics,"2,990.00","1,598.00","1,392.00",47.00,Medium (20-50%),3.8,"11,015",Average (3-4),Premium (>2000),61.50
B098K3H92Z,"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",Computers&Accessories,899.00,599.00,300.00,33.00,Medium (20-50%),4.3,"95,116",Good (4-4.5),Mid-range (500-2000),59.50
B084PJSSQ1,"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&Accessories,"3,000.00","1,299.00","1,701.00",57.00,High (>50%),4.3,"23,022",Good (4-4.5),Premium (>2000),71.50
B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics,"4,999.00","1,599.00","3,400.00",68.00,High (>50%),4.0,"67,951",Good (4-4.5),Premium (>2000),74.00
B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories,"4,999.00",294.00,"4,705.00",94.00,High (>50%),4.3,"4,426",Good (4-4.5),Premium (>2000),90.00
B08CYNJ5KY,HP 682 Black Original Ink Cartridge,Computers&Accessories,861.00,828.00,33.00,4.00,Low (<20%),4.2,"4,567",Good (4-4.5),Mid-range (500-2000),44.00
B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,795.00,745.00,50.00,6.00,Low (<20%),4.0,"13,797",Good (4-4.5),Mid-range (500-2000),43.00
B074CWD7MS,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics,"2,495.00","1,549.00",946.00,38.00,Medium (20-50%),4.4,"15,137",Good (4-4.5),Premium (>2000),63.00
B00A0VCJPI,"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories,"2,499.00","1,469.00","1,030.00",41.00,Medium (20-50%),4.2,"4,664",Good (4-4.5),Premium (>2000),62.50
B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,OfficeProducts,800.00,198.00,602.00,75.00,High (>50%),4.1,"9,344",Good (4-4.5),Mid-range (500-2000),78.50
B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,549.00,549.00,0.00,0.00,Low (<20%),4.5,"4,875",Excellent (>=4.5),Mid-range (500-2000),45.00
B0B3MWYCHQ,"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics,"9,999.00","2,999.00","7,000.00",70.00,High (>50%),4.2,"20,881",Good (4-4.5),Premium (>2000),77.00
B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,"29,999.00","12,000.00","17,999.00",60.00,High (>50%),4.3,"4,744",Good (4-4.5),Premium (>2000),73.00
B09Y5MP7C4,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",Electronics,"3,499.00","1,299.00","2,200.00",63.00,High (>50%),3.9,"12,452",Average (3-4),Premium (>2000),70.50
B01DJJVFPC,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics,315.00,269.00,46.00,15.00,Low (<20%),4.5,"17,810",Excellent (>=4.5),Budget (<500),52.50
B07DFYJRQV,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,"1,499.00",799.00,700.00,47.00,Medium (20-50%),4.1,"53,648",Good (4-4.5),Mid-range (500-2000),64.50
B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers&Accessories,"13,750.00","6,299.00","7,451.00",54.00,High (>50%),4.2,"2,014",Good (4-4.5),Premium (>2000),69.00
B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,59.00,59.00,0.00,0.00,Low (<20%),3.8,"5,958",Average (3-4),Budget (<500),38.00
B06XSK3XL6,boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics,999.00,571.00,428.00,43.00,Medium (20-50%),4.3,"38,221",Good (4-4.5),Mid-range (500-2000),64.50
B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,999.00,549.00,450.00,45.00,Medium (20-50%),3.9,"64,705",Average (3-4),Mid-range (500-2000),61.50
B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers&Accessories,699.00,448.00,251.00,36.00,Medium (20-50%),3.9,"17,348",Average (3-4),Mid-range (500-2000),57.00
B08FB2LNSZ,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,"2,999.00","1,499.00","1,500.00",50.00,Medium (20-50%),3.7,"87,798",Average (3-4),Premium (>2000),62.00
B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,499.00,299.00,200.00,40.00,Medium (20-50%),4.2,"24,432",Good (4-4.5),Budget (<500),62.00
B01N6LU1VF,SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers&Accessories,"1,400.00",579.00,821.00,59.00,High (>50%),4.3,"4,664",Good (4-4.5),Mid-range (500-2000),72.50
B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,"3,299.00","2,499.00",800.00,24.00,Medium (20-50%),4.2,"93,112",Good (4-4.5),Premium (>2000),54.00
B086WMSCN3,"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Electronics,"5,999.00","1,199.00","4,800.00",80.00,High (>50%),3.9,"47,521",Average (3-4),Premium (>2000),79.00
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,499.00,399.00,100.00,20.00,Medium (20-50%),4.3,"27,201",Good (4-4.5),Budget (<500),53.00
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers&Accessories,375.00,279.00,96.00,26.00,Medium (20-50%),4.3,"31,534",Good (4-4.5),Budget (<500),56.00
B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,"4,999.00","2,499.00","2,500.00",50.00,Medium (20-50%),3.9,"7,571",Average (3-4),Premium (>2000),64.00
B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,160.00,137.00,23.00,14.00,Low (<20%),4.4,"6,537",Good (4-4.5),Budget (<500),51.00
B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories,499.00,299.00,200.00,40.00,Medium (20-50%),4.5,"21,010",Excellent (>=4.5),Budget (<500),65.00
B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,"3,999.00","1,799.00","2,200.00",55.00,High (>50%),3.9,"3,517",Average (3-4),Premium (>2000),66.50
B07B88KQZ8,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,"2,999.00","1,999.00","1,000.00",33.00,Medium (20-50%),4.3,"63,899",Good (4-4.5),Premium (>2000),59.50
B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers&Accessories,"1,499.00",399.00,"1,100.00",73.00,High (>50%),4.1,"5,730",Good (4-4.5),Mid-range (500-2000),77.50
B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&Accessories,"3,999.00","1,699.00","2,300.00",58.00,High (>50%),4.2,"25,488",Good (4-4.5),Premium (>2000),71.00
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",Computers&Accessories,995.00,699.00,296.00,30.00,Medium (20-50%),4.5,"54,405",Excellent (>=4.5),Mid-range (500-2000),60.00
B01HGCLUH6,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers&Accessories,"1,699.00","1,149.00",550.00,32.00,Medium (20-50%),4.2,"4,664",Good (4-4.5),Mid-range (500-2000),58.00
B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&Accessories,"1,995.00","1,495.00",500.00,25.00,Medium (20-50%),4.3,"7,241",Good (4-4.5),Mid-range (500-2000),55.50
B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories,"4,999.00",849.00,"4,150.00",83.00,High (>50%),4.0,"20,457",Good (4-4.5),Premium (>2000),81.50
B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts,440.00,440.00,0.00,0.00,Low (<20%),4.5,"8,610",Excellent (>=4.5),Budget (<500),45.00
B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories,"3,999.00",599.00,"3,400.00",85.00,High (>50%),3.9,"1,087",Average (3-4),Premium (>2000),81.50
B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers&Accessories,399.00,149.00,250.00,63.00,High (>50%),4.0,"1,540",Good (4-4.5),Budget (<500),71.50
B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&Accessories,999.00,289.00,710.00,71.00,High (>50%),4.1,401,Good (4-4.5),Mid-range (500-2000),76.50
B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories,499.00,179.00,320.00,64.00,High (>50%),3.4,"9,385",Average (3-4),Budget (<500),66.00
B07YY1BY5B,"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics,"4,999.00","1,499.00","3,500.00",70.00,High (>50%),4.0,"92,588",Good (4-4.5),Premium (>2000),75.00
B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,699.00,399.00,300.00,43.00,Medium (20-50%),3.4,"3,454",Average (3-4),Mid-range (500-2000),55.50
B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&Accessories,799.00,599.00,200.00,25.00,Medium (20-50%),4.3,"15,790",Good (4-4.5),Mid-range (500-2000),55.50
B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories,"2,000.00",949.00,"1,051.00",53.00,High (>50%),3.9,"14,969",Average (3-4),Premium (>2000),65.50
B0972BQ2RS,"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics,"9,999.00","2,499.00","7,500.00",75.00,High (>50%),4.1,"42,139",Good (4-4.5),Premium (>2000),78.50
B00ZRBWPA0,Eveready Red 1012 AAA Batteries - Pack of 10,Electronics,180.00,159.00,21.00,12.00,Low (<20%),4.3,989,Good (4-4.5),Budget (<500),49.00
B0B2DD66GS,"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics,"2,900.00","1,329.00","1,571.00",54.00,High (>50%),4.5,"19,624",Excellent (>=4.5),Premium (>2000),72.00
B09M869Z5V,Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers&Accessories,999.00,570.00,429.00,43.00,Medium (20-50%),4.2,"3,201",Good (4-4.5),Mid-range (500-2000),63.50
B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,"1,999.00",899.00,"1,100.00",55.00,High (>50%),4.1,"30,469",Good (4-4.5),Mid-range (500-2000),68.50
B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,999.00,449.00,550.00,55.00,High (>50%),4.4,"9,940",Good (4-4.5),Mid-range (500-2000),71.50
B07YL54NVJ,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories,999.00,549.00,450.00,45.00,Medium (20-50%),4.3,"7,758",Good (4-4.5),Mid-range (500-2000),65.50
